user_id,product_id,action,timestamp,category,price,session_id
2,2,click,2026-05-04 12:19:48,Điện thoại & Tablet,8143890,sess_2_3864
2,40,view,2026-05-05 07:04:48,Thời trang Nữ,1654473,sess_2_1579
2,41,view,2026-05-06 06:59:48,Âm thanh & Phụ kiện,802225,sess_2_4118
2,40,click,2026-05-17 20:25:48,Thời trang Nữ,1654473,sess_2_4534
2,15,view,2026-05-24 02:53:48,Đồ gia dụng,715514,sess_2_8055
2,16,view,2026-05-24 03:23:48,Âm thanh & Phụ kiện,1392638,sess_2_4163
2,56,click,2026-06-01 01:20:48,Làm đẹp & Sức khỏe,1606480,sess_2_6843
2,11,view,2026-06-02 06:33:48,Thể thao & Du lịch,1955315,sess_2_1849
2,16,add_to_cart,2026-06-02 09:51:48,Âm thanh & Phụ kiện,1392638,sess_2_6603
2,4,click,2026-06-02 13:18:48,Đồ gia dụng,426064,sess_2_4526
2,13,view,2026-06-03 09:16:48,Laptop & Máy tính,26053595,sess_2_1042
2,83,view,2026-06-04 05:48:48,Thời trang Nam,1612642,sess_2_7783
2,87,click,2026-06-06 21:23:48,Điện thoại & Tablet,14540844,sess_2_2683
2,2,view,2026-06-09 15:25:48,Điện thoại & Tablet,8143890,sess_2_6636
3,99,add_to_cart,2026-03-16 13:01:48,Làm đẹp & Sức khỏe,1431240,sess_3_5033
3,95,view,2026-03-21 23:07:48,Thời trang Nữ,1670678,sess_3_5834
3,33,view,2026-03-23 15:50:48,Làm đẹp & Sức khỏe,646865,sess_3_9260
3,8,view,2026-03-24 21:35:48,Thời trang Nam,1571823,sess_3_7585
3,84,view,2026-03-30 14:02:48,Thể thao & Du lịch,1619564,sess_3_2981
3,51,view,2026-04-03 17:09:48,Sách & Văn phòng phẩm,943894,sess_3_3964
3,73,view,2026-04-05 15:25:48,Thời trang Nam,1341719,sess_3_7660
3,22,view,2026-04-06 08:02:48,Điện thoại & Tablet,28751200,sess_3_9834
3,99,click,2026-04-09 20:50:48,Làm đẹp & Sức khỏe,1431240,sess_3_7585
3,78,view,2026-04-11 10:00:48,Thể thao & Du lịch,805474,sess_3_4677
3,78,view,2026-04-14 10:42:48,Thể thao & Du lịch,805474,sess_3_8283
3,60,view,2026-04-20 11:54:48,Thời trang Nam,1706027,sess_3_3110
3,65,view,2026-04-21 09:31:48,Thời trang Nữ,1118465,sess_3_3515
3,17,view,2026-04-22 11:48:48,Âm thanh & Phụ kiện,4948929,sess_3_1415
3,8,view,2026-04-23 23:34:48,Thời trang Nam,1571823,sess_3_9289
3,56,view,2026-04-30 01:20:48,Làm đẹp & Sức khỏe,1606480,sess_3_6530
3,96,view,2026-05-01 23:25:48,Thời trang Nữ,1232423,sess_3_5285
3,33,add_to_cart,2026-05-07 05:58:48,Làm đẹp & Sức khỏe,646865,sess_3_3963
3,44,view,2026-05-07 16:48:48,Sách & Văn phòng phẩm,659532,sess_3_6345
3,27,view,2026-05-13 01:33:48,Mẹ & Bé,206091,sess_3_9465
3,65,click,2026-05-13 09:08:48,Thời trang Nữ,1118465,sess_3_1094
3,31,click,2026-05-14 00:46:48,Thể thao & Du lịch,219285,sess_3_9233
3,51,click,2026-05-16 23:27:48,Sách & Văn phòng phẩm,943894,sess_3_9049
3,83,view,2026-05-21 22:47:48,Thời trang Nam,1612642,sess_3_2147
3,62,view,2026-05-26 03:13:48,Âm thanh & Phụ kiện,1038790,sess_3_5488
3,31,view,2026-06-02 00:30:48,Thể thao & Du lịch,219285,sess_3_1196
3,19,view,2026-06-03 01:50:48,Mẹ & Bé,369256,sess_3_3215
3,99,view,2026-06-03 19:03:48,Làm đẹp & Sức khỏe,1431240,sess_3_7388
3,79,view,2026-06-09 12:54:48,Thời trang Nữ,686486,sess_3_3518
3,80,view,2026-06-09 14:59:48,Sách & Văn phòng phẩm,1264288,sess_3_4105
3,33,click,2026-06-10 00:15:48,Làm đẹp & Sức khỏe,646865,sess_3_4033
4,47,view,2026-03-13 18:57:48,Sách & Văn phòng phẩm,157882,sess_4_1677
4,99,view,2026-03-14 05:31:48,Làm đẹp & Sức khỏe,1431240,sess_4_7683
4,42,view,2026-03-16 21:58:48,Điện thoại & Tablet,12048998,sess_4_1798
4,33,view,2026-03-21 12:48:48,Làm đẹp & Sức khỏe,646865,sess_4_2318
4,73,view,2026-03-22 07:20:48,Thời trang Nam,1341719,sess_4_2983
4,57,view,2026-03-23 04:18:48,Laptop & Máy tính,12343090,sess_4_3255
4,95,view,2026-03-30 00:20:48,Thời trang Nữ,1670678,sess_4_2219
4,50,view,2026-03-30 03:09:48,Laptop & Máy tính,25909625,sess_4_5229
4,57,click,2026-03-31 00:41:48,Laptop & Máy tính,12343090,sess_4_3454
4,21,view,2026-04-07 13:40:48,Thể thao & Du lịch,619895,sess_4_5186
4,47,add_to_cart,2026-04-18 19:30:48,Sách & Văn phòng phẩm,157882,sess_4_4290
4,76,view,2026-04-22 06:36:48,Thể thao & Du lịch,1013282,sess_4_5425
4,47,view,2026-04-23 04:16:48,Sách & Văn phòng phẩm,157882,sess_4_6399
4,95,click,2026-04-25 23:46:48,Thời trang Nữ,1670678,sess_4_4744
4,64,view,2026-04-29 08:52:48,Đồ gia dụng,1680151,sess_4_4690
4,16,view,2026-04-30 01:17:48,Âm thanh & Phụ kiện,1392638,sess_4_1793
4,76,click,2026-05-04 00:53:48,Thể thao & Du lịch,1013282,sess_4_2298
4,47,click,2026-05-06 19:19:48,Sách & Văn phòng phẩm,157882,sess_4_3230
4,63,view,2026-05-07 09:27:48,Sách & Văn phòng phẩm,1997583,sess_4_5832
4,50,view,2026-05-07 11:44:48,Laptop & Máy tính,25909625,sess_4_7541
4,81,view,2026-05-13 17:16:48,Laptop & Máy tính,12435541,sess_4_2733
4,31,view,2026-05-15 19:05:48,Thể thao & Du lịch,219285,sess_4_3581
4,85,view,2026-05-19 09:04:48,Thời trang Nữ,856822,sess_4_8149
4,65,view,2026-05-22 20:12:48,Thời trang Nữ,1118465,sess_4_5685
4,50,add_to_cart,2026-05-23 00:21:48,Laptop & Máy tính,25909625,sess_4_8580
4,50,purchase,2026-05-23 10:39:48,Laptop & Máy tính,25909625,sess_4_2492
4,50,click,2026-05-27 16:25:48,Laptop & Máy tính,25909625,sess_4_6388
4,4,view,2026-06-03 17:06:48,Đồ gia dụng,426064,sess_4_8711
4,95,add_to_cart,2026-06-05 05:18:48,Thời trang Nữ,1670678,sess_4_9649
5,40,view,2026-03-12 06:29:48,Thời trang Nữ,1654473,sess_5_1685
5,80,view,2026-03-13 12:02:48,Sách & Văn phòng phẩm,1264288,sess_5_2234
5,83,view,2026-03-16 13:01:48,Thời trang Nam,1612642,sess_5_7858
5,70,view,2026-03-21 12:22:48,Thời trang Nam,1403035,sess_5_3304
5,23,view,2026-03-21 12:56:48,Thời trang Nam,1502948,sess_5_1787
5,38,click,2026-03-22 09:58:48,Âm thanh & Phụ kiện,2863542,sess_5_3629
5,8,view,2026-03-28 19:17:48,Thời trang Nam,1571823,sess_5_2766
5,17,view,2026-04-01 03:58:48,Âm thanh & Phụ kiện,4948929,sess_5_3285
5,85,click,2026-04-01 19:12:48,Thời trang Nữ,856822,sess_5_5079
5,57,view,2026-04-02 09:59:48,Laptop & Máy tính,12343090,sess_5_7448
5,43,view,2026-04-08 18:12:48,Âm thanh & Phụ kiện,1863163,sess_5_8455
5,83,click,2026-04-13 13:14:48,Thời trang Nam,1612642,sess_5_9115
5,21,view,2026-04-25 05:13:48,Thể thao & Du lịch,619895,sess_5_2754
5,38,view,2026-04-26 16:07:48,Âm thanh & Phụ kiện,2863542,sess_5_3864
5,6,view,2026-05-06 00:51:48,Thời trang Nữ,1956926,sess_5_4322
5,45,view,2026-05-08 19:01:48,Thời trang Nam,1812506,sess_5_5863
5,27,view,2026-05-12 08:42:48,Mẹ & Bé,206091,sess_5_3276
5,98,view,2026-05-18 23:23:48,Thời trang Nữ,184371,sess_5_8800
5,85,view,2026-05-24 18:35:48,Thời trang Nữ,856822,sess_5_6330
5,6,click,2026-05-27 23:31:48,Thời trang Nữ,1956926,sess_5_9254
5,96,view,2026-06-02 03:20:48,Thời trang Nữ,1232423,sess_5_2509
6,57,view,2026-03-12 13:21:48,Laptop & Máy tính,12343090,sess_6_6952
6,16,click,2026-03-12 20:02:48,Âm thanh & Phụ kiện,1392638,sess_6_7119
6,1,view,2026-03-13 07:11:48,Laptop & Máy tính,29882305,sess_6_6225
6,60,view,2026-03-13 13:38:48,Thời trang Nam,1706027,sess_6_8974
6,29,view,2026-03-15 23:40:48,Điện thoại & Tablet,13898737,sess_6_5225
6,16,add_to_cart,2026-03-16 02:17:48,Âm thanh & Phụ kiện,1392638,sess_6_9709
6,90,view,2026-03-16 05:33:48,Sách & Văn phòng phẩm,1028453,sess_6_8282
6,6,view,2026-03-21 09:02:48,Thời trang Nữ,1956926,sess_6_9575
6,20,view,2026-04-02 06:32:48,Mẹ & Bé,1595162,sess_6_9433
6,43,view,2026-04-04 16:48:48,Âm thanh & Phụ kiện,1863163,sess_6_4221
6,50,view,2026-04-09 13:34:48,Laptop & Máy tính,25909625,sess_6_6762
6,34,view,2026-04-13 04:09:48,Thời trang Nữ,763071,sess_6_2828
6,62,add_to_cart,2026-04-21 22:12:48,Âm thanh & Phụ kiện,1038790,sess_6_8318
6,16,view,2026-04-25 06:15:48,Âm thanh & Phụ kiện,1392638,sess_6_9154
6,20,click,2026-04-30 09:12:48,Mẹ & Bé,1595162,sess_6_3800
6,79,view,2026-04-30 11:21:48,Thời trang Nữ,686486,sess_6_7687
6,59,view,2026-05-02 01:35:48,Mẹ & Bé,1841829,sess_6_9578
6,57,view,2026-05-02 21:02:48,Laptop & Máy tính,12343090,sess_6_2814
6,29,view,2026-05-04 07:50:48,Điện thoại & Tablet,13898737,sess_6_1831
6,81,view,2026-05-11 20:04:48,Laptop & Máy tính,12435541,sess_6_7646
6,42,view,2026-05-13 13:55:48,Điện thoại & Tablet,12048998,sess_6_6040
6,16,purchase,2026-05-13 17:10:48,Âm thanh & Phụ kiện,1392638,sess_6_2517
6,96,view,2026-05-16 00:48:48,Thời trang Nữ,1232423,sess_6_7469
6,47,view,2026-05-16 18:25:48,Sách & Văn phòng phẩm,157882,sess_6_2681
6,62,view,2026-05-18 12:28:48,Âm thanh & Phụ kiện,1038790,sess_6_7789
6,26,click,2026-05-19 08:51:48,Mẹ & Bé,393983,sess_6_9901
6,62,click,2026-05-20 08:08:48,Âm thanh & Phụ kiện,1038790,sess_6_5549
6,84,view,2026-05-23 17:24:48,Thể thao & Du lịch,1619564,sess_6_2309
6,61,view,2026-05-28 13:30:48,Thời trang Nam,804323,sess_6_4342
6,86,view,2026-05-29 06:02:48,Điện thoại & Tablet,14802479,sess_6_9423
6,26,view,2026-05-30 11:15:48,Mẹ & Bé,393983,sess_6_6251
6,26,add_to_cart,2026-06-01 22:18:48,Mẹ & Bé,393983,sess_6_5056
6,30,click,2026-06-02 03:58:48,Thời trang Nữ,222648,sess_6_5993
6,54,view,2026-06-04 21:19:48,Thời trang Nữ,1492202,sess_6_1893
6,80,view,2026-06-07 15:20:48,Sách & Văn phòng phẩm,1264288,sess_6_7505
6,30,view,2026-06-08 03:11:48,Thời trang Nữ,222648,sess_6_8715
7,12,view,2026-03-16 23:05:48,Sách & Văn phòng phẩm,859161,sess_7_6798
7,45,view,2026-03-23 13:23:48,Thời trang Nam,1812506,sess_7_9244
7,88,view,2026-04-02 19:36:48,Thể thao & Du lịch,1824101,sess_7_9735
7,59,view,2026-04-03 16:37:48,Mẹ & Bé,1841829,sess_7_7226
7,57,view,2026-04-11 04:58:48,Laptop & Máy tính,12343090,sess_7_8926
7,28,view,2026-04-11 17:25:48,Thời trang Nam,952312,sess_7_3828
7,95,view,2026-04-14 07:12:48,Thời trang Nữ,1670678,sess_7_6342
7,23,view,2026-04-16 02:10:48,Thời trang Nam,1502948,sess_7_1280
7,97,view,2026-04-20 03:18:48,Làm đẹp & Sức khỏe,154242,sess_7_9274
7,20,click,2026-04-25 01:25:48,Mẹ & Bé,1595162,sess_7_5247
7,94,view,2026-04-28 03:21:48,Mẹ & Bé,1458188,sess_7_9807
7,63,view,2026-05-03 05:06:48,Sách & Văn phòng phẩm,1997583,sess_7_3303
7,96,view,2026-05-03 13:40:48,Thời trang Nữ,1232423,sess_7_3988
7,97,click,2026-05-06 19:20:48,Làm đẹp & Sức khỏe,154242,sess_7_5940
7,100,view,2026-05-08 15:56:48,Laptop & Máy tính,16066374,sess_7_5562
7,20,view,2026-05-17 12:35:48,Mẹ & Bé,1595162,sess_7_8306
7,6,view,2026-05-31 16:37:48,Thời trang Nữ,1956926,sess_7_4586
7,87,view,2026-06-03 15:42:48,Điện thoại & Tablet,14540844,sess_7_5597
7,20,view,2026-06-08 09:02:48,Mẹ & Bé,1595162,sess_7_9133
7,3,view,2026-06-09 05:39:48,Mẹ & Bé,562297,sess_7_2701
8,12,view,2026-03-12 06:04:48,Sách & Văn phòng phẩm,859161,sess_8_1471
8,50,view,2026-03-16 10:42:48,Laptop & Máy tính,25909625,sess_8_7520
8,17,view,2026-03-19 19:06:48,Âm thanh & Phụ kiện,4948929,sess_8_6067
8,55,click,2026-03-20 10:07:48,Thời trang Nam,409023,sess_8_8796
8,98,purchase,2026-03-21 17:07:48,Thời trang Nữ,184371,sess_8_6593
8,48,view,2026-03-25 04:44:48,Làm đẹp & Sức khỏe,824958,sess_8_8577
8,54,view,2026-03-26 15:47:48,Thời trang Nữ,1492202,sess_8_3271
8,33,view,2026-04-01 20:20:48,Làm đẹp & Sức khỏe,646865,sess_8_2006
8,12,add_to_cart,2026-04-02 03:32:48,Sách & Văn phòng phẩm,859161,sess_8_1732
8,87,view,2026-04-03 04:22:48,Điện thoại & Tablet,14540844,sess_8_9787
8,91,view,2026-04-04 00:24:48,Laptop & Máy tính,25988801,sess_8_7115
8,47,view,2026-04-17 06:58:48,Sách & Văn phòng phẩm,157882,sess_8_6240
8,42,view,2026-04-18 06:32:48,Điện thoại & Tablet,12048998,sess_8_6368
8,55,view,2026-04-21 00:37:48,Thời trang Nam,409023,sess_8_5821
8,59,view,2026-04-23 22:11:48,Mẹ & Bé,1841829,sess_8_9165
8,29,view,2026-04-26 21:27:48,Điện thoại & Tablet,13898737,sess_8_7038
8,98,click,2026-04-28 19:09:48,Thời trang Nữ,184371,sess_8_7985
8,92,view,2026-04-29 20:16:48,Âm thanh & Phụ kiện,3926893,sess_8_4213
8,98,add_to_cart,2026-05-01 10:02:48,Thời trang Nữ,184371,sess_8_6129
8,55,add_to_cart,2026-05-02 14:03:48,Thời trang Nam,409023,sess_8_7789
8,98,view,2026-05-03 11:05:48,Thời trang Nữ,184371,sess_8_9588
8,52,view,2026-05-08 13:23:48,Âm thanh & Phụ kiện,3024550,sess_8_6184
8,28,view,2026-05-16 15:38:48,Thời trang Nam,952312,sess_8_7419
8,12,click,2026-05-19 04:38:48,Sách & Văn phòng phẩm,859161,sess_8_3621
8,35,view,2026-05-26 01:17:48,Thời trang Nam,656165,sess_8_8883
8,25,view,2026-05-27 14:50:48,Điện thoại & Tablet,7033823,sess_8_3476
8,65,add_to_cart,2026-05-29 03:55:48,Thời trang Nữ,1118465,sess_8_3194
8,91,view,2026-06-02 00:12:48,Laptop & Máy tính,25988801,sess_8_6134
8,16,view,2026-06-02 01:48:48,Âm thanh & Phụ kiện,1392638,sess_8_5399
8,65,click,2026-06-02 23:21:48,Thời trang Nữ,1118465,sess_8_6377
8,25,click,2026-06-03 23:15:48,Điện thoại & Tablet,7033823,sess_8_3873
8,65,view,2026-06-05 13:02:48,Thời trang Nữ,1118465,sess_8_2682
9,31,view,2026-03-17 08:12:48,Thể thao & Du lịch,219285,sess_9_8279
9,2,click,2026-03-20 18:02:48,Điện thoại & Tablet,8143890,sess_9_4939
9,85,click,2026-03-22 09:57:48,Thời trang Nữ,856822,sess_9_9198
9,62,click,2026-03-31 00:24:48,Âm thanh & Phụ kiện,1038790,sess_9_7954
9,13,view,2026-04-03 16:53:48,Laptop & Máy tính,26053595,sess_9_8802
9,100,click,2026-04-04 14:01:48,Laptop & Máy tính,16066374,sess_9_6326
9,100,view,2026-04-11 01:43:48,Laptop & Máy tính,16066374,sess_9_3921
9,99,click,2026-04-13 22:09:48,Làm đẹp & Sức khỏe,1431240,sess_9_6414
9,17,view,2026-04-14 16:41:48,Âm thanh & Phụ kiện,4948929,sess_9_5466
9,62,view,2026-04-16 00:18:48,Âm thanh & Phụ kiện,1038790,sess_9_5252
9,85,add_to_cart,2026-04-17 13:16:48,Thời trang Nữ,856822,sess_9_3706
9,99,view,2026-04-19 04:23:48,Làm đẹp & Sức khỏe,1431240,sess_9_1707
9,73,view,2026-04-21 02:59:48,Thời trang Nam,1341719,sess_9_2525
9,85,view,2026-04-21 11:43:48,Thời trang Nữ,856822,sess_9_3808
9,85,view,2026-05-02 00:28:48,Thời trang Nữ,856822,sess_9_8396
9,22,view,2026-05-04 23:14:48,Điện thoại & Tablet,28751200,sess_9_4829
9,66,view,2026-05-09 18:54:48,Thể thao & Du lịch,1404967,sess_9_7741
9,2,add_to_cart,2026-05-22 21:35:48,Điện thoại & Tablet,8143890,sess_9_9856
9,2,view,2026-05-25 13:40:48,Điện thoại & Tablet,8143890,sess_9_7525
9,78,view,2026-05-26 12:31:48,Thể thao & Du lịch,805474,sess_9_1695
9,97,view,2026-06-02 08:22:48,Làm đẹp & Sức khỏe,154242,sess_9_3944
9,13,click,2026-06-04 01:20:48,Laptop & Máy tính,26053595,sess_9_6766
9,45,view,2026-06-04 10:54:48,Thời trang Nam,1812506,sess_9_4495
9,49,view,2026-06-08 12:30:48,Làm đẹp & Sức khỏe,634191,sess_9_7923
10,13,view,2026-03-21 09:41:48,Laptop & Máy tính,26053595,sess_10_2301
10,28,view,2026-03-26 01:12:48,Thời trang Nam,952312,sess_10_7518
10,81,view,2026-03-28 14:18:48,Laptop & Máy tính,12435541,sess_10_7442
10,13,click,2026-03-29 23:27:48,Laptop & Máy tính,26053595,sess_10_7182
10,95,view,2026-04-04 01:33:48,Thời trang Nữ,1670678,sess_10_5952
10,42,view,2026-04-17 23:53:48,Điện thoại & Tablet,12048998,sess_10_7798
10,94,view,2026-04-27 20:26:48,Mẹ & Bé,1458188,sess_10_3178
10,95,click,2026-05-02 20:38:48,Thời trang Nữ,1670678,sess_10_6424
10,53,view,2026-05-05 14:34:48,Làm đẹp & Sức khỏe,1075150,sess_10_1244
10,62,view,2026-05-06 23:56:48,Âm thanh & Phụ kiện,1038790,sess_10_1740
10,2,view,2026-05-08 23:57:48,Điện thoại & Tablet,8143890,sess_10_1438
10,86,click,2026-05-11 04:40:48,Điện thoại & Tablet,14802479,sess_10_6665
10,14,view,2026-05-20 07:11:48,Thể thao & Du lịch,1260198,sess_10_9125
10,92,view,2026-05-21 23:44:48,Âm thanh & Phụ kiện,3926893,sess_10_4347
10,94,view,2026-06-01 10:02:48,Mẹ & Bé,1458188,sess_10_7251
10,86,view,2026-06-02 02:20:48,Điện thoại & Tablet,14802479,sess_10_8680
11,55,view,2026-03-11 19:50:48,Thời trang Nam,409023,sess_11_4300
11,66,view,2026-03-13 05:51:48,Thể thao & Du lịch,1404967,sess_11_1716
11,4,view,2026-03-15 23:34:48,Đồ gia dụng,426064,sess_11_7921
11,49,view,2026-03-25 02:10:48,Làm đẹp & Sức khỏe,634191,sess_11_2680
11,81,view,2026-03-27 16:35:48,Laptop & Máy tính,12435541,sess_11_9479
11,96,view,2026-03-28 11:53:48,Thời trang Nữ,1232423,sess_11_5164
11,33,view,2026-03-28 21:33:48,Làm đẹp & Sức khỏe,646865,sess_11_2818
11,81,click,2026-03-29 09:35:48,Laptop & Máy tính,12435541,sess_11_1266
11,2,view,2026-03-30 08:42:48,Điện thoại & Tablet,8143890,sess_11_7031
11,56,view,2026-04-01 01:03:48,Làm đẹp & Sức khỏe,1606480,sess_11_2966
11,63,view,2026-04-01 18:10:48,Sách & Văn phòng phẩm,1997583,sess_11_7136
11,7,view,2026-04-02 08:18:48,Laptop & Máy tính,8389045,sess_11_7540
11,60,view,2026-04-08 06:54:48,Thời trang Nam,1706027,sess_11_7068
11,72,view,2026-04-10 20:18:48,Laptop & Máy tính,5861624,sess_11_8018
11,45,view,2026-04-12 05:00:48,Thời trang Nam,1812506,sess_11_9110
11,77,view,2026-04-18 18:09:48,Làm đẹp & Sức khỏe,775921,sess_11_9054
11,33,click,2026-04-23 15:11:48,Làm đẹp & Sức khỏe,646865,sess_11_8474
11,91,click,2026-04-24 02:08:48,Laptop & Máy tính,25988801,sess_11_7638
11,80,view,2026-04-24 10:01:48,Sách & Văn phòng phẩm,1264288,sess_11_6003
11,63,click,2026-04-29 04:21:48,Sách & Văn phòng phẩm,1997583,sess_11_2497
11,22,view,2026-05-04 11:40:48,Điện thoại & Tablet,28751200,sess_11_5918
11,13,view,2026-05-05 05:55:48,Laptop & Máy tính,26053595,sess_11_7926
11,89,view,2026-05-07 06:35:48,Làm đẹp & Sức khỏe,278637,sess_11_6841
11,45,click,2026-05-09 07:09:48,Thời trang Nam,1812506,sess_11_5831
11,51,view,2026-05-15 15:18:48,Sách & Văn phòng phẩm,943894,sess_11_4912
11,49,click,2026-05-15 22:01:48,Làm đẹp & Sức khỏe,634191,sess_11_1019
11,34,view,2026-05-18 10:52:48,Thời trang Nữ,763071,sess_11_1643
11,15,view,2026-05-20 04:50:48,Đồ gia dụng,715514,sess_11_3487
11,91,view,2026-05-24 06:11:48,Laptop & Máy tính,25988801,sess_11_7299
11,73,click,2026-05-27 01:24:48,Thời trang Nam,1341719,sess_11_3989
11,22,click,2026-05-27 02:01:48,Điện thoại & Tablet,28751200,sess_11_3878
11,2,click,2026-05-29 05:16:48,Điện thoại & Tablet,8143890,sess_11_4121
11,18,view,2026-06-01 11:53:48,Thời trang Nữ,221477,sess_11_1494
11,45,add_to_cart,2026-06-01 18:06:48,Thời trang Nam,1812506,sess_11_4733
11,73,view,2026-06-02 01:46:48,Thời trang Nam,1341719,sess_11_1070
11,6,view,2026-06-02 23:23:48,Thời trang Nữ,1956926,sess_11_3714
11,92,view,2026-06-09 00:11:48,Âm thanh & Phụ kiện,3926893,sess_11_2017
12,97,add_to_cart,2026-03-11 22:07:48,Làm đẹp & Sức khỏe,154242,sess_12_3697
12,97,view,2026-03-12 06:57:48,Làm đẹp & Sức khỏe,154242,sess_12_9959
12,97,click,2026-03-18 12:44:48,Làm đẹp & Sức khỏe,154242,sess_12_2761
12,55,view,2026-03-19 11:11:48,Thời trang Nam,409023,sess_12_2210
12,69,click,2026-03-21 18:30:48,Đồ gia dụng,1463450,sess_12_8293
12,31,view,2026-03-25 07:39:48,Thể thao & Du lịch,219285,sess_12_7265
12,79,view,2026-03-28 03:29:48,Thời trang Nữ,686486,sess_12_3639
12,34,view,2026-03-29 17:21:48,Thời trang Nữ,763071,sess_12_6338
12,97,purchase,2026-04-03 17:45:48,Làm đẹp & Sức khỏe,154242,sess_12_5446
12,73,click,2026-04-04 14:21:48,Thời trang Nam,1341719,sess_12_7046
12,54,view,2026-04-10 12:53:48,Thời trang Nữ,1492202,sess_12_2425
